index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
91,"['老鼠', '/zh/entry?entryID=c_3ff5bce3ac7f', '[lǎoshǔ]', '쥐. [주로 집쥐를 가리킴]', '5급']","['乐观', '/zh/entry?entryID=c_3ff5bdefaa8a', '[lèguān]', '낙관적이다. 희망차다.', '5급']","['雷', '/zh/entry?entryID=c_3ff5bae4ab7d', '[léi]', '천둥. 우레.', '5급']","['类型', '/zh/entry?entryID=c_3ff5bbe0a978', '[lèixíng]', '유형.', '5급']","['冷淡', '/zh/entry?entryID=c_3ff5b8e5a576', '[lěngdàn]', '쌀쌀하다. 냉담하다. 냉정하다.', '5급']","['梨', '/zh/entry?entryID=c_3ff5b6e4ae7c', '[lí]', '배.', '5급']","['恋爱', '/zh/entry?entryID=c_3ff2b9e0aa74', ""[liàn'ài]"", '서로 사랑하다. 연애하다.', '5급']","['亮', '/zh/entry?entryID=c_3ff3bee2a97b', '[liàng]', '밝다. 빛나다.', '5급']","['良好', '/zh/entry?entryID=c_3ff2b6e5af7b', '[liánghǎo]', '좋다. 양호하다. 훌륭하다. 만족할 만하다.', '5급']","['粮食', '/zh/entry?entryID=c_3ff2b7e4ac78', '[liángshi]', '양식. 식량.', '5급']","['联合', '/zh/entry?entryID=c_3ff2b8e5ae7c', '[liánhé]', '연합하다. 결합하다. 단결하다.', '5급']","['连忙', '/zh/entry?entryID=c_3ff2bbe6a97b', '[liánmáng]', '얼른. 급히. 재빨리. 바삐. 분주히.', '5급']","['连续', '/zh/entry?entryID=c_3ff2bbe3a473', '[liánxù]', '연속하다. 계속하다.', '5급']","['了不起', '/zh/entry?entryID=c_3ff3bce7a479', '[liǎobuqǐ]', '놀랄 만하다. 굉장하다. 비범하다. 보통이 아니다. 뛰어나다. 대단하다.', '5급']","['列车', '/zh/entry?entryID=c_3ff3bcefaf8c', '[lièchē]', '열차.', '5급']","['离婚', '/zh/entry?entryID=c_3ff5b9efa884', '[líhūn]', '이혼하다.', '5급']","['立即', '/zh/entry?entryID=c_3ff2bce7a97d', '[lìjí]', '곧. 즉시. 바로. 금방.', '5급']","['立刻', '/zh/entry?entryID=c_3ff2bce6a97c', '[lìkè]', '곧. 즉시. 바로. 금방.', '5급']","['力量', '/zh/entry?entryID=c_3ff2beeea481', '[lìliang]', '힘.', '5급']","['理论', '/zh/entry?entryID=c_3ff2bee4ab7e', '[lǐlùn]', '이론.', '5급']"
92,"['厘米', '/zh/entry?entryID=c_3ff5b9e2a574', '[límǐ]', '센티미터.', '5급']","['铃', '/zh/entry?entryID=c_3ff3b8e1ab76', '[líng]', '(～儿) 방울. [고대 금속 악기를 만들 때 사용함]', '5급']","['领导', '/zh/entry?entryID=c_3ff3b6e6ac7a', '[lǐngdǎo]', '지도하다. 영도하다. 이끌고 나가다.', '5급']","['灵活', '/zh/entry?entryID=c_3ff3b8e5ad7c', '[línghuó]', '민첩하다. 날쌔다. 재빠르다. 날렵하다. 원활하다.', '5급']","['零件', '/zh/entry?entryID=c_3ff3b9e2a976', '[língjiàn]', '부속품.', '5급']","['零食', '/zh/entry?entryID=c_3ff3b9e0ae79', '[língshí]', '간식. 군것질. 주전부리.', '5급']","['领域', '/zh/entry?entryID=c_3ff3b6e1a871', '[lǐngyù]', '분야. 영역. [학술·사상·사회 활동의 범위]', '5급']","['临时', '/zh/entry?entryID=c_3ff3bae0a975', '[línshí]', '잠시의. 일시적인.', '5급']","['利润', '/zh/entry?entryID=c_3ff2bde4a577', '[lìrùn]', '이윤.', '5급']","['流传', '/zh/entry?entryID=c_3ff0bee4aa7b', '[liúchuán]', '유전하다. 유전되다. 대대로 전해 내려오다. 세상에 널리 퍼지다.', '5급']","['浏览', '/zh/entry?entryID=c_3ff3b7e2a873', '[liúlǎn]', '대충〔대강〕 훑어보다. 대강 둘러보다. 대충 읽어 보다.', '5급']","['流泪', '/zh/entry?entryID=c_3ff0bee1a876', '[liúlèi]', '눈물을 흘리다.', '5급']","['利息', '/zh/entry?entryID=c_3ff2bde3a576', '[lìxī]', '이자. 이식. [‘本金(원금)’과 구별됨]', '5급']","['利益', '/zh/entry?entryID=c_3ff2bde2ad7d', '[lìyì]', '이익. 이득.', '5급']","['利用', '/zh/entry?entryID=c_3ff2bde2af7f', '[lìyòng]', '이용〔활용·응용〕하다.', '5급']","['理由', '/zh/entry?entryID=c_3ff2bee1ad7d', '[lǐyóu]', '이유. 까닭. 연유.', '5급']","['龙', '/zh/entry?entryID=c_3ff0bceeac85', '[lóng]', '용.', '5급']","['漏', '/zh/entry?entryID=c_3ff0bbe6a878', '[lòu]', '(물체가 구멍이나 틈이 생겨) 새다.', '5급']","['陆地', '/zh/entry?entryID=c_3ff0b8efae84', '[lùdì]', '땅.', '5급']","['轮流', '/zh/entry?entryID=c_3ff1bce7a578', '[lúnliú]', '차례로〔교대로·돌아가면서·번갈아〕 …하다.', '5급']"
93,"['论文', '/zh/entry?entryID=c_3ff1bce2ad7b', '[lùnwén]', '논문.', '5급']","['落后', '/zh/entry?entryID=c_3ff1bae2ac78', '[luòhòu]', '낙후되다. 뒤떨어지다.', '5급']","['逻辑', '/zh/entry?entryID=c_3ff1bde5ae80', '[luójí]', '논리. 로직(logic).', '5급']","['录取', '/zh/entry?entryID=c_3ff0b9e7ae7d', '[lùqǔ]', '(시험 등을 통하여) 채용하다. 고용하다. 합격시키다. 뽑다.', '5급']","['陆续', '/zh/entry?entryID=c_3ff0b8eeab80', '[lùxù]', '끊임없이. 연이어. 부단히. 계속해서. 잇따라.', '5급']","['录音', '/zh/entry?entryID=c_3ff0b9e6a977', '[lùyīn]', '녹음하다. 취입(吹入)하다.', '5급']","['骂', '/zh/entry?entryID=c_3ff1b9e0af78', '[mà]', '욕하다.', '5급']","['麦克风', '/zh/entry?entryID=c_3ff1b6e2aa72', '[màikèfēng]', '‘微音器(마이크로폰(microphone)·마이크)’의 속칭.', '5급']","['馒头', '/zh/entry?entryID=c_3ff1b7e0a56c', '[mántou]', '만터우. 찐빵. [소를 넣지 않고 밀가루만을 발효시켜 만든 것]', '5급']","['满足', '/zh/entry?entryID=c_3ffebee0a883', '[mǎnzú]', '만족하다. 흡족하다.', '5급']","['毛病', '/zh/entry?entryID=c_3ffebde7ac8d', '[máobìng]', '(기계의) 고장. 장애. 결함. 흠.', '5급']","['矛盾', '/zh/entry?entryID=c_3ffebae7ae8c', '[máodùn]', '갈등. 대립. 배척. 배타. 불화. 반목.', '5급']","['冒险', '/zh/entry?entryID=c_3ffebbe7ac8b', '[màoxiǎn]', '모험하다. 위험을 무릅쓰다.', '5급']","['贸易', '/zh/entry?entryID=c_3ffebbe6af8d', '[màoyì]', '무역. 교역. 매매. 거래. 통상(通商).', '5급']","['魅力', '/zh/entry?entryID=c_3ffeb6e0aa7d', '[mèilì]', '매력.', '5급']","['眉毛', '/zh/entry?entryID=c_3ffeb8e3ac84', '[méimao]', '눈썹.', '5급']","['美术', '/zh/entry?entryID=c_3ffeb6e6ad86', '[měishù]', '미술. 그림. 회화.', '5급']","['煤炭', '/zh/entry?entryID=c_3ffeb9e5a984', '[méitàn]', '석탄.', '5급']","['媒体', '/zh/entry?entryID=c_3ffeb8efaa8e', '[méitǐ]', '대중 매체. 매스 미디어(mass media).', '5급']","['梦想', '/zh/entry?entryID=c_3fffbfe2af8e', '[mèngxiǎng]', '꿈. 몽상. 꿈이 이루어지기를 간절히 바라는 일. 이상.', '5급']"
94,"['面对', '/zh/entry?entryID=c_3fffbbefaf97', '[miànduì]', '마주 보다. 마주 대하다. 직면하다. 직접 대면하다.', '5급']","['面积', '/zh/entry?entryID=c_3fffbbeeaa91', '[miànjī]', '면적.', '5급']","['面临', '/zh/entry?entryID=c_3fffb8e7aa87', '[miànlín]', '(문제·상황에) 직면하다. 당면하다. 앞에 놓여 있다.', '5급']","['苗条', '/zh/entry?entryID=c_3fffb8eead91', '[miáotiao]', '(여성의 몸매가) 아름답고 날씬하다. 호리호리하다. 늘씬하다.', '5급']","['描写', '/zh/entry?entryID=c_3fffb9e6ac89', '[miáoxiě]', '묘사하다. 그려 내다.', '5급']","['蜜蜂', '/zh/entry?entryID=c_3fffbae7a887', '[mìfēng]', '꿀벌.', '5급']","['秘密', '/zh/entry?entryID=c_3fffbde4a988', '[mìmì]', '비밀. 기밀.', '5급']","['敏感', '/zh/entry?entryID=c_3fffb7e4ab84', '[mǐngǎn]', '민감하다. 감각이 예민하다. 반응이 빠르다.', '5급']","['命令', '/zh/entry?entryID=c_3ef6bce0ab7b', '[mìnglìng]', '명령하다.', '5급']","['名牌', '/zh/entry?entryID=c_3ef6bee7ac85', '[míngpái]', '(～儿) 유명 상표. 유명 브랜드.', '5급']","['名片(儿)', '/zh/entry?entryID=c_3ef6bee7ae87', '[míngpiàn(r)]', '명함.', '5급']","['明确', '/zh/entry?entryID=c_3ef6bfe4ac83', '[míngquè]', '명확하다. 확실하다.', '5급']","['名胜古迹', '/zh/entry?entryID=c_3ef6bee6ab83', '[míngshènggǔjì]', '명승고적.', '5급']","['明显', '/zh/entry?entryID=c_3ef6bfe1af83', '[míngxiǎn]', '뚜렷하다. 분명하다. 확연히 드러나다.', '5급']","['明星', '/zh/entry?entryID=c_3ef6bfe1a579', '[míngxīng]', '샛별. 스타(star). [유명한 연예인·운동 선수·기업인 등을 이름]', '5급']","['命运', '/zh/entry?entryID=c_3ef6bcefa483', '[mìngyùn]', '운명.', '5급']","['密切', '/zh/entry?entryID=c_3fffbde0af8a', '[mìqiè]', '(관계가) 밀접하다. 긴밀하다. 친근하다. 가깝다.', '5급']","['秘书', '/zh/entry?entryID=c_3fffbde4ab8a', '[mìshū]', '비서.', '5급']","['摸', '/zh/entry?entryID=c_3ef6bde7a880', '[mō]', '(손으로) 짚어 보다. 어루만지다. 쓰다듬다.', '5급']","['模仿', '/zh/entry?entryID=c_3ef6bde2ad80', '[mófǎng]', '모방하다. 본뜨다. 흉내내다.', '5급']"
95,"['模糊', '/zh/entry?entryID=c_3ef6bde2ae81', '[móhu]', '모호하다. 분명하지 않다.', '5급']","['陌生', '/zh/entry?entryID=c_3ef6bbe2af80', '[mòshēng]', '생소하다. 낯설다. 눈에 익지 않다.', '5급']","['模特', '/zh/entry?entryID=c_3ff0b1e2a90a75', '[mótè]', '모델.', '5급']","['摩托车', '/zh/entry?entryID=c_3ef6bdeeab8a', '[mótuōchē]', '오토바이.', '5급']","['某', '/zh/entry?entryID=c_3ef6b9e6ab7e', '[mǒu]', '아무. 어느. 모. 어떤 사람〔것〕. [이름을 모르거나 밝히고 싶지 않은 특...', '5급']","['目标', '/zh/entry?entryID=c_3ef6b6e1aa75', '[mùbiāo]', '목표.', '5급']","['目录', '/zh/entry?entryID=c_3ef6b6eeab83', '[mùlù]', '목록.', '5급']","['目前', '/zh/entry?entryID=c_3ef6b7e7ad7f', '[mùqián]', '지금. 현재.', '5급']","['木头', '/zh/entry?entryID=c_3ef6b6e3ae7b', '[mùtou]', '나무. 목재. 재목.', '5급']","['难怪', '/zh/entry?entryID=c_3ef7bae7af85', '[nánguài]', '어쩐지. 과연. 그러기에.', '5급']","['难免', '/zh/entry?entryID=c_3ef7bae6af84', '[nánmiǎn]', '면하기 어렵다. 피하기 어렵다. …하게 마련이다.', '5급']","['脑袋', '/zh/entry?entryID=c_3ef7bbe5ac81', '[nǎodai]', '(사람이나 동물의) 머리(통). 골(통).', '5급']","['哪怕', '/zh/entry?entryID=c_3ef7beefae90', '[nǎpà]', '설령〔비록〕 …라 해도. [주로 ‘也(yě)·都(dōu)·还(hái)’와 같...', '5급']","['内部', '/zh/entry?entryID=c_3ef7b8e3a979', '[nèibù]', '내부.', '5급']","['内科', '/zh/entry?entryID=c_3ef7b8eea47f', '[nèikē]', '내과.', '5급']","['嫩', '/zh/entry?entryID=c_3ef7b9eea985', '[nèn]', '연하다. 여리다. 부드럽다.', '5급']","['能干', '/zh/entry?entryID=c_3ef7b6e6a879', '[nénggàn]', '유능하다. 솜씨 있다. 일을 잘 하다. 재능 있다. 능란하다.', '5급']","['能源', '/zh/entry?entryID=c_3ef7b6e4a473', '[néngyuán]', '에너지원(energy源). 에너지.', '5급']","['念', '/zh/entry?entryID=c_3ef4bce5ac7f', '[niàn]', '그리워하다. 그리다. 보고 싶어하다. 걱정하다.', '5급']","['年代', '/zh/entry?entryID=c_3ef4bee0ae7e', '[niándài]', '시대. 시기. 연대. 시간. 세월. [비교적 오래 지난 때를 가리킴]', '5급']"
96,"['年纪', '/zh/entry?entryID=c_3ef4beeea886', '[niánjì]', '나이. 연령.', '5급']","['宁可', '/zh/entry?entryID=c_3ef4bae1ae7b', '[nìngkě]', '차라리 …할지언정. 설령 …할지라도. [주로 ‘决不(juébù)·也不(yěb...', '5급']","['牛仔裤', '/zh/entry?entryID=c_3ef4bbe2ae7d', '[niúzǎikù]', '청바지.', '5급']","['浓', '/zh/entry?entryID=c_3ef4b8e0a46e', '[nóng]', '진하다. 농후하다. 짙다. 농밀하다.', '5급']","['农村', '/zh/entry?entryID=c_3ef4b8e7ab7c', '[nóngcūn]', '농촌.', '5급']","['农民', '/zh/entry?entryID=c_3ef4b8e4a977', '[nóngmín]', '농민. 농부.', '5급']","['农业', '/zh/entry?entryID=c_3ef4b8e1ad78', '[nóngyè]', '농업. [농작물 재배와 가축 사육]', '5급']","['女士', '/zh/entry?entryID=c_3ef4b6e1a871', '[nǚshì]', '여사. 숙녀. 부인.', '5급']","['偶然', '/zh/entry?entryID=c_3ef5bee4a87d', '[ǒurán]', '우연히. 뜻밖에. 간혹.', '5급']","['欧洲', '/zh/entry?entryID=c_3ef5bee6af86', '[ōuzhōu]', '欧罗巴洲(유럽/유럽 대륙).', '5급']","['拍', '/zh/entry?entryID=c_3ef5bfe3a87d', '[pāi]', '(손바닥이나 납작한 것으로) 치다.', '5급']","['派', '/zh/entry?entryID=c_3ef5bde7a57c', '[pài]', '파. 파벌. 유파.', '5급']","['盼望', '/zh/entry?entryID=c_3ef5bbe7ab80', '[pànwàng]', '간절히 바라다.', '5급']","['赔偿', '/zh/entry?entryID=c_3ef5b6e4a572', '[péicháng]', '배상하다. 변상하다. 보상하다. 물어주다. 갚아 주다.', '5급']","['佩服', '/zh/entry?entryID=c_3ef5b6e1aa74', '[pèifú]', '탄복하다. 감탄하다. 경탄하다. 심복하다. 감복하다. 감명받다.', '5급']","['配合', '/zh/entry?entryID=c_3ef5b6eea87f', '[pèihé]', '협동하다. 협력하다. 공동으로 하다. 호응하다. 호흡을 맞추다. 보조를 맞추...', '5급']","['培训', '/zh/entry?entryID=c_3ef5b6e5ab79', '[péixùn]', '양성하다. 육성하다. 키우다. 훈련하다.', '5급']","['培养', '/zh/entry?entryID=c_3ef5b6e5a573', '[péiyǎng]', '배양하다.', '5급']","['盆', '/zh/entry?entryID=c_3ef5b7eeab83', '[pén]', '(～儿) 대야. 화분. 분(盆). 버치. 양푼. 소래기. [윗부분은 넓고 밑...', '5급']","['碰', '/zh/entry?entryID=c_3ef2bfe6a479', '[pèng]', '부딪치다. 충돌하다. 만지다. 건드리다.', '5급']"
97,"['批', '/zh/entry?entryID=c_3ef2bfe3ae80', '[pī]', '(하부의 서면 보고나 남의 글, 리포트 등에 대해) 가부(可否)를 알려 주다...', '5급']","['披', '/zh/entry?entryID=c_3ef2bfefab89', '[pī]', '나누다. 분산하다. (대나무·나무 등이) 갈라지다. 금가다. 터지다. 쪼개지...', '5급']","['匹', '/zh/entry?entryID=c_3ef2bae7a879', '[pǐ]', '짝〔쌍〕을 이루는 것.', '5급']","['片', '/zh/entry?entryID=c_3ef2bbeeaa83', '[piàn]', '혼자의. 단독의. 단편적인.', '5급']","['片面', '/zh/entry?entryID=c_3ef2b8e6ac7a', '[piànmiàn]', '일방적이다. 단편적이다.', '5급']","['飘', '/zh/entry?entryID=c_3ef2b8e0ad75', '[piāo]', '(바람에) 나부끼다. 펄럭이다. 흩날리다. 휘날리다. 날아 흩어지다〔떨어지다〕.', '5급']","['疲劳', '/zh/entry?entryID=c_3ef2bde1a876', '[píláo]', '피곤〔피로·노곤〕하다. 지치다.', '5급']","['频道', '/zh/entry?entryID=c_3ef2b6e1ab72', '[píndào]', '채널(channel).', '5급']","['平', '/zh/entry?entryID=c_3ef2b7e3a46e', '[píng]', '평평하다. 평탄하다. 반반하다. 고르다.', '5급']","['凭', '/zh/entry?entryID=c_3ef3bfefa988', '[píng]', '의지하다. 의거하다. 기대다.', '5급']","['平安', '/zh/entry?entryID=c_3ef2b7e2ad76', ""[píng'ān]"", '평안하다. 편안하다. 무사하다.', '5급']","['平常', '/zh/entry?entryID=c_3ef2b7e1ae76', '[píngcháng]', '평소. 평시. 평상시. 보통 때.', '5급']","['平等', '/zh/entry?entryID=c_3ef2b7e0ad74', '[píngděng]', '동일한〔평등한〕 대우를 받다.', '5급']","['平方', '/zh/entry?entryID=c_3ef2b7eeaf84', '[píngfāng]', '제곱. 평방.', '5급']","['平衡', '/zh/entry?entryID=c_3ef3bee7a97f', '[pínghéng]', '(무게가) 균형이 맞다. 균형잡히다. 평형하다.', '5급']","['评价', '/zh/entry?entryID=c_3ef3bfe3ae81', '[píngjià]', '평가하다.', '5급']","['平静', '/zh/entry?entryID=c_3ef3bee6aa7f', '[píngjìng]', '(마음·환경 등이) 조용하다. 고요하다. 차분하다. 평화롭다. 평온하다.', '5급']","['平均', '/zh/entry?entryID=c_3ef3bee5ad81', '[píngjūn]', '평균의. 균등한. 평균적인.', '5급']","['拼音', '/zh/entry?entryID=c_3ef2b6e6ad79', '[pīnyīn]', '병음. [현대 중국어 음절 구성 규칙에 따라 자음과 모음을 조합하여 성조를 ...', '5급']","['批准', '/zh/entry?entryID=c_3ef2bfe0af7e', '[pīzhǔn]', '비준하다. 허가하다. 승인하다. 재가하다.', '5급']"
98,"['破产', '/zh/entry?entryID=c_3ef3bde5a477', '[pòchǎn]', '파산하다. 도산하다. 부도나다.', '5급']","['破坏', '/zh/entry?entryID=c_3ef3bde3a97a', '[pòhuài]', '(건축물 등을) 파괴하다.', '5급']","['迫切', '/zh/entry?entryID=c_3ef3bde6ae82', '[pòqiè]', '절박하다. 다급하다. 촉박하다. 긴박하다. 절실하다. 간절히 …하고 싶어하다.', '5급']","['签', '/zh/entry?entryID=c_3ef0b6e4ac74', '[qiān]', '서명하다. 사인하다.', '5급']","['浅', '/zh/entry?entryID=c_3ef1bfe6ab7f', '[qiǎn]', '얕다. (가옥·장소 따위의 길이나 폭이) 좁다. 밭다. 짧다.', '5급']","['欠', '/zh/entry?entryID=c_3ef1bfe0ad7b', '[qiàn]', '빚지다.', '5급']","['枪', '/zh/entry?entryID=c_3ef1bce4a877', '[qiāng]', '총.', '5급']","['墙', '/zh/entry?entryID=c_3ef1bde0ae7a', '[qiáng]', '담장. 벽. 울타리.', '5급']","['抢', '/zh/entry?entryID=c_3ef1bdeea57f', '[qiǎng]', '빼앗다. 탈취하다. 약탈하다.', '5급']","['强调', '/zh/entry?entryID=c_3ef1bde7a87b', '[qiángdiào]', '강조하다.', '5급']","['强烈', '/zh/entry?entryID=c_3ef1bde4a979', '[qiángliè]', '강렬하다. 맹렬하다.', '5급']","['前途', '/zh/entry?entryID=c_3ef0b7e0ac71', '[qiántú]', '전도. 앞길. 전망.', '5급']","['谦虚', '/zh/entry?entryID=c_3ef0b6e5aa73', '[qiānxū]', '겸손하다. 겸허하다.', '5급']","['瞧', '/zh/entry?entryID=c_3ef1bbeeae86', '[qiáo]', '보다. 구경하다.', '5급']","['巧妙', '/zh/entry?entryID=c_3ef1b8e6a875', '[qiǎomiào]', '교묘하다.', '5급']","['悄悄(儿)', '/zh/entry?entryID=c_3ef1baefa880', '[qiāoqiāo(r)]', '(소리나 행동을) 은밀히. 몰래.', '5급']","['期待', '/zh/entry?entryID=c_3ef3b9e2a975', '[qīdài]', '기대하다. 기다리다. 고대하다. 바라다.', '5급']","['切', '/zh/entry?entryID=c_3ef1b8efaf85', '[qiē]', '(칼로) 끊다. 자르다. 썰다. 저미다.', '5급']","['启发', '/zh/entry?entryID=c_3ef0bfe3a575', '[qǐfā]', '계발. 깨우침. 영감.', '5급']","['气氛', '/zh/entry?entryID=c_3ef0bde2ac79', '[qìfēn]', '분위기.', '5급']"
99,"['奇迹', '/zh/entry?entryID=c_3ef3b7e7a574', '[qíjì]', '기적.', '5급']","['期间', '/zh/entry?entryID=c_3ef3b9e1af7a', '[qījiān]', '기간. 시간.', '5급']","['亲爱', '/zh/entry?entryID=c_3ef1b6e4a56e', ""[qīn'ài]"", '친애하다. 사랑하다.', '5급']","['勤奋', '/zh/entry?entryID=c_3ef1b7e2af77', '[qínfèn]', '꾸준하다. 부지런하다. 열심히하다.', '5급']","['青', '/zh/entry?entryID=c_3efebee7a485', '[qīng]', '푸르다.', '5급']","['青春', '/zh/entry?entryID=c_3efebee6ab8b', '[qīngchūn]', '청춘.', '5급']","['清淡', '/zh/entry?entryID=c_3efebde7a989', '[qīngdàn]', '(음식이 기름지지 않고) 담백하다.', '5급']","['情景', '/zh/entry?entryID=c_3efebaefa88d', '[qíngjǐng]', '정경(情景). 작자의 감정과 묘사된 경치.', '5급']","['请求', '/zh/entry?entryID=c_3efebbeeae93', '[qǐngqiú]', '요구. 요청. 부탁.', '5급']","['青少年', '/zh/entry?entryID=c_3efebee0ac86', '[qīngshàonián]', '청소년.', '5급']","['轻视', '/zh/entry?entryID=c_3efebfe0ab86', '[qīngshì]', '경시하다. 무시하다. 가볍게 보다.', '5급']","['情绪', '/zh/entry?entryID=c_3efebbe5ae8a', '[qíngxù]', '정서. 감정. 마음. 기분.', '5급']","['轻易', '/zh/entry?entryID=c_3efebfeeab94', '[qīngyì]', '제멋대로이다. 경솔하다. 함부로 하다.', '5급']","['庆祝', '/zh/entry?entryID=c_3efeb8e5ac85', '[qìngzhù]', '경축하다.', '5급']","['亲切', '/zh/entry?entryID=c_3ef1b6e1a46a', '[qīnqiè]', '친절하다.', '5급']","['亲自', '/zh/entry?entryID=c_3ef1b7e7a875', '[qīnzì]', '직접 (하다). 손수. 친히.', '5급']","['球迷', '/zh/entry?entryID=c_3efeb7e7a47e', '[qiúmí]', '축구 팬(fan). 광적으로 구기를 좋아하는 사람.', '5급']","['企业', '/zh/entry?entryID=c_3ef0bfe5a97b', '[qǐyè]', '기업.', '5급']","['汽油', '/zh/entry?entryID=c_3ef0bbe6a574', '[qìyóu]', '휘발유. 가솔린(gasoline).', '5급']","['其余', '/zh/entry?entryID=c_3ef3b6efa87e', '[qíyú]', '나머지. 남은 것.', '5급']"
100,"['娶', '/zh/entry?entryID=c_3effbfeeaf99', '[qǔ]', '아내를 얻다. 장가들다.', '5급']","['圈', '/zh/entry?entryID=c_3effbce2a580', '[quān]', '(～儿) 고리. 환. 테.', '5급']","['劝', '/zh/entry?entryID=c_3effbaeeaa8f', '[quàn]', '권하다. 권고하다. 타이르다. 설득하다.', '5급']","['权利', '/zh/entry?entryID=c_3effbcefa890', '[quánlì]', '권리.', '5급']","['权力', '/zh/entry?entryID=c_3effbcefa991', '[quánlì]', '(정치적) 권력.', '5급']","['全面', '/zh/entry?entryID=c_3effbde1af8a', '[quánmiàn]', '전면. 전반. 전체.', '5급']","['确定', '/zh/entry?entryID=c_3effb8e7a884', '[quèdìng]', '확정하다. 확실히 결정을 내리다.', '5급']","['缺乏', '/zh/entry?entryID=c_3effbbe3a984', '[quēfá]', '결핍되다. 결여되다.', '5급']","['确认', '/zh/entry?entryID=c_3effb8e6ac87', '[quèrèn]', '(사실이나 원칙 등을) 명확히 인정하다. 확인하다.', '5급']","['群', '/zh/entry?entryID=c_3effb8e3ae86', '[qún]', '무리. 떼.', '5급']","['趋势', '/zh/entry?entryID=c_3effbeefad97', '[qūshì]', '추세.', '5급']","['去世', '/zh/entry?entryID=c_3effbce4af8c', '[qùshì]', '돌아가다. 세상을 뜨다.', '5급']","['取消', '/zh/entry?entryID=c_3effbfefaf9a', '[qǔxiāo]', '취소하다.', '5급']","['燃烧', '/zh/entry?entryID=c_3effb9e5ac87', '[ránshāo]', '연소하다. 타다.', '5급']","['绕', '/zh/entry?entryID=c_3effb6e5ac84', '[rào]', '휘감다. 두르다. 감다.', '5급']","['热爱', '/zh/entry?entryID=c_3effb6e1af83', ""[rè'ài]"", '열애에 빠지다. 뜨겁게 사랑하다.', '5급']","['热烈', '/zh/entry?entryID=c_3effb7e4ad85', '[rèliè]', '열렬하다.', '5급']","['忍不住', '/zh/entry?entryID=c_3df6bcefa482', '[rěnbúzhù]', '견딜 수 없다. 참을 수 없다.', '5급']","['人才', '/zh/entry?entryID=c_3df6bee7af87', '[réncái]', '(재덕을 겸비한) 인재. (한 방면에 뛰어난) 인재.', '5급']","['人口', '/zh/entry?entryID=c_3df6beefae8e', '[rénkǒu]', '인구.', '5급']"
